"invoice_id","product_line","unit_price","classeUnitPrice"
"701-69-8742","Sports and travel","34.37","preço unitário baixo"
"575-67-1508","Electronic accessories","38.6","preço unitário baixo"
"541-08-3113","Food and beverages","65.97","preço unitário alto"
"246-11-3901","Electronic accessories","32.8","preço unitário baixo"
"674-15-9296","Sports and travel","37.14","preço unitário baixo"
"305-18-3552","Home and lifestyle","60.38","preço unitário alto"
"493-65-6248","Sports and travel","36.98","preço unitário baixo"
"438-01-4015","Sports and travel","49.49","preço unitário baixo"
"709-58-4068","Fashion accessories","41.09","preço unitário baixo"
"795-49-7276","Fashion accessories","37.15","preço unitário baixo"
"556-72-8512","Home and lifestyle","22.96","preço unitário baixo"
"627-95-3243","Home and lifestyle","77.68","preço unitário alto"
"686-41-0932","Fashion accessories","34.7","preço unitário baixo"
"510-09-5628","Fashion accessories","19.66","preço unitário baixo"
"608-04-3797","Health and beauty","25.32","preço unitário baixo"
"148-82-2527","Home and lifestyle","12.12","preço unitário baixo"
"437-53-3084","Fashion accessories","99.89","preço unitário alto"
"632-32-4574","Sports and travel","75.92","preço unitário alto"
"556-97-7101","Electronic accessories","63.22","preço unitário alto"
"862-59-8517","Food and beverages","90.24","preço unitário alto"
"401-18-8016","Sports and travel","98.13","preço unitário alto"
"420-18-8989","Sports and travel","51.52","preço unitário alto"
"277-63-2961","Sports and travel","73.97","preço unitário alto"
"573-98-8548","Fashion accessories","31.9","preço unitário baixo"
"620-02-2046","Home and lifestyle","69.4","preço unitário alto"
"282-35-2475","Sports and travel","93.31","preço unitário alto"
"511-54-3087","Sports and travel","88.45","preço unitário alto"
"726-29-6793","Electronic accessories","24.18","preço unitário baixo"
"387-49-4215","Sports and travel","48.5","preço unitário baixo"
"862-17-9201","Food and beverages","84.05","preço unitário alto"
"291-21-5991","Health and beauty","61.29","preço unitário alto"
"602-80-9671","Home and lifestyle","15.95","preço unitário baixo"
"347-72-6115","Sports and travel","90.74","preço unitário alto"
"209-61-0206","Home and lifestyle","42.91","preço unitário baixo"
"595-27-4851","Fashion accessories","54.28","preço unitário alto"
"189-52-0236","Electronic accessories","99.55","preço unitário alto"
"503-07-0930","Sports and travel","58.39","preço unitário alto"
"413-20-6708","Fashion accessories","51.47","preço unitário alto"
"425-85-2085","Health and beauty","54.86","preço unitário alto"
"521-18-7827","Home and lifestyle","39.39","preço unitário baixo"
"220-28-1851","Home and lifestyle","34.73","preço unitário baixo"
"600-38-9738","Sports and travel","71.92","preço unitário alto"
"734-91-1155","Electronic accessories","45.71","preço unitário baixo"
"451-28-5717","Home and lifestyle","83.17","preço unitário alto"
"609-81-8548","Home and lifestyle","37.44","preço unitário baixo"
"133-14-7229","Health and beauty","62.87","preço unitário alto"
"534-01-4457","Food and beverages","81.71","preço unitário alto"
"719-89-8991","Sports and travel","91.41","preço unitário alto"
"286-62-6248","Fashion accessories","39.21","preço unitário baixo"
"339-38-9982","Fashion accessories","59.86","preço unitário alto"
"827-44-5872","Food and beverages","54.36","preço unitário alto"
"827-77-7633","Sports and travel","98.09","preço unitário alto"
"287-83-1405","Health and beauty","25.43","preço unitário baixo"
"435-13-4908","Fashion accessories","86.68","preço unitário alto"
"857-67-9057","Electronic accessories","22.95","preço unitário baixo"
"236-27-1144","Food and beverages","16.31","preço unitário baixo"
"892-05-6689","Home and lifestyle","28.32","preço unitário baixo"
"583-41-4548","Home and lifestyle","16.67","preço unitário baixo"
"339-12-4827","Fashion accessories","73.96","preço unitário alto"
"643-38-7867","Home and lifestyle","97.94","preço unitário alto"
"308-81-0538","Fashion accessories","73.05","preço unitário alto"
"358-88-9262","Food and beverages","87.48","preço unitário alto"
"460-35-4390","Home and lifestyle","30.68","preço unitário baixo"
"343-87-0864","Health and beauty","75.88","preço unitário alto"
"173-50-1108","Sports and travel","20.18","preço unitário baixo"
"243-47-2663","Electronic accessories","18.77","preço unitário baixo"
"841-18-8232","Food and beverages","71.2","preço unitário alto"
"701-23-5550","Home and lifestyle","38.81","preço unitário baixo"
"647-50-1224","Fashion accessories","29.42","preço unitário baixo"
"541-48-8554","Sports and travel","60.95","preço unitário alto"
"539-21-7227","Sports and travel","51.54","preço unitário alto"
"213-32-1216","Electronic accessories","66.06","preço unitário alto"
"747-58-7183","Fashion accessories","57.27","preço unitário alto"
"582-52-8065","Fashion accessories","54.31","preço unitário alto"
"210-57-1719","Health and beauty","58.24","preço unitário alto"
"399-69-4630","Electronic accessories","22.21","preço unitário baixo"
"134-75-2619","Electronic accessories","19.32","preço unitário baixo"
"356-44-8813","Home and lifestyle","37.48","preço unitário baixo"
"198-66-9832","Fashion accessories","72.04","preço unitário alto"
"283-26-5248","Food and beverages","98.52","preço unitário alto"
"712-39-0363","Food and beverages","41.66","preço unitário baixo"
"218-59-9410","Home and lifestyle","72.42","preço unitário alto"
"174-75-0888","Electronic accessories","21.58","preço unitário baixo"
"866-99-7614","Food and beverages","89.2","preço unitário alto"
"134-54-4720","Electronic accessories","42.42","preço unitário baixo"
"760-90-2357","Electronic accessories","74.51","preço unitário alto"
"514-37-2845","Fashion accessories","99.25","preço unitário alto"
"698-98-5964","Food and beverages","81.21","preço unitário alto"
"718-57-9773","Sports and travel","49.33","preço unitário baixo"
"651-88-7328","Fashion accessories","65.74","preço unitário alto"
"241-11-2261","Fashion accessories","79.86","preço unitário alto"
"408-26-9866","Sports and travel","73.98","preço unitário alto"
"834-83-1826","Home and lifestyle","82.04","preço unitário alto"
"343-61-3544","Sports and travel","26.67","preço unitário baixo"
"239-48-4278","Food and beverages","10.13","preço unitário baixo"
"355-34-6244","Food and beverages","72.39","preço unitário alto"
"550-84-8664","Sports and travel","85.91","preço unitário alto"
"339-96-8318","Fashion accessories","81.31","preço unitário alto"
"458-61-0011","Food and beverages","60.3","preço unitário alto"
"592-34-6155","Food and beverages","31.77","preço unitário baixo"
"797-88-0493","Health and beauty","64.27","preço unitário alto"
"207-73-1363","Health and beauty","69.51","preço unitário alto"
"390-31-6381","Food and beverages","27.22","preço unitário baixo"
"443-82-0585","Health and beauty","77.68","preço unitário alto"
"339-18-7061","Fashion accessories","92.98","preço unitário alto"
"359-90-3665","Fashion accessories","18.08","preço unitário baixo"
"375-72-3056","Sports and travel","63.06","preço unitário alto"
"127-47-6963","Health and beauty","51.71","preço unitário alto"
"278-86-2735","Food and beverages","52.34","preço unitário alto"
"695-28-6250","Sports and travel","43.06","preço unitário baixo"
"379-17-6588","Fashion accessories","59.61","preço unitário alto"
"227-50-3718","Health and beauty","14.62","preço unitário baixo"
"302-15-2162","Health and beauty","46.53","preço unitário baixo"
"788-07-8452","Home and lifestyle","24.24","preço unitário baixo"
"560-49-6611","Sports and travel","45.58","preço unitário baixo"
"880-35-0356","Sports and travel","75.2","preço unitário alto"
"585-11-6748","Sports and travel","96.8","preço unitário alto"
"470-31-3286","Health and beauty","14.82","preço unitário baixo"
"152-68-2907","Food and beverages","52.2","preço unitário alto"
"123-35-4896","Sports and travel","46.66","preço unitário baixo"
"258-69-7810","Fashion accessories","36.85","preço unitário baixo"
"334-64-2006","Home and lifestyle","70.32","preço unitário alto"
"219-61-4139","Electronic accessories","83.08","preço unitário alto"
"881-41-7302","Fashion accessories","64.99","preço unitário alto"
"373-09-4567","Food and beverages","77.56","preço unitário alto"
"642-30-6693","Sports and travel","54.51","preço unitário alto"
"484-22-8230","Fashion accessories","51.89","preço unitário alto"
"830-58-2383","Home and lifestyle","31.75","preço unitário baixo"
"559-98-9873","Fashion accessories","53.65","preço unitário alto"
"544-32-5024","Food and beverages","49.79","preço unitário baixo"
"318-12-0304","Fashion accessories","30.61","preço unitário baixo"
"349-97-8902","Food and beverages","57.89","preço unitário alto"
"421-95-9805","Electronic accessories","28.96","preço unitário baixo"
"277-35-5865","Food and beverages","98.97","preço unitário alto"
"789-23-8625","Fashion accessories","93.22","preço unitário alto"
"284-54-4231","Sports and travel","80.93","preço unitário alto"
"443-59-0061","Food and beverages","67.45","preço unitário alto"
"509-29-3912","Sports and travel","38.72","preço unitário baixo"
"327-40-9673","Sports and travel","72.6","preço unitário alto"
"840-19-2096","Electronic accessories","87.91","preço unitário alto"
"828-46-6863","Food and beverages","98.53","preço unitário alto"
"641-96-3695","Fashion accessories","43.46","preço unitário baixo"
"420-97-3340","Food and beverages","71.68","preço unitário alto"
"436-54-4512","Food and beverages","91.61","preço unitário alto"
"670-79-6321","Home and lifestyle","94.59","preço unitário alto"
"852-62-7105","Fashion accessories","83.25","preço unitário alto"
"598-06-7312","Fashion accessories","91.35","preço unitário alto"
"135-13-8269","Food and beverages","78.88","preço unitário alto"
"816-57-2053","Sports and travel","60.87","preço unitário alto"
"628-90-8624","Health and beauty","82.58","preço unitário alto"
"856-66-2701","Home and lifestyle","53.3","preço unitário alto"
"308-39-1707","Fashion accessories","12.09","preço unitário baixo"
"149-61-1929","Sports and travel","64.19","preço unitário alto"
"655-07-2265","Electronic accessories","78.31","preço unitário alto"
"589-02-8023","Food and beverages","83.77","preço unitário alto"
"420-04-7590","Home and lifestyle","99.7","preço unitário alto"
"182-88-2763","Food and beverages","79.91","preço unitário alto"
"188-55-0967","Health and beauty","66.47","preço unitário alto"
"610-46-4100","Health and beauty","28.95","preço unitário baixo"
"318-81-2368","Electronic accessories","46.2","preço unitário baixo"
"364-33-8584","Food and beverages","17.63","preço unitário baixo"
"665-63-9737","Fashion accessories","52.42","preço unitário alto"
"695-09-5146","Food and beverages","98.79","preço unitário alto"
"155-45-3814","Electronic accessories","88.55","preço unitário alto"
"794-32-2436","Electronic accessories","55.67","preço unitário alto"
"131-15-8856","Food and beverages","72.52","preço unitário alto"
"273-84-2164","Electronic accessories","12.05","preço unitário baixo"
"706-36-6154","Home and lifestyle","19.36","preço unitário baixo"
"778-89-7974","Health and beauty","70.21","preço unitário alto"
"574-31-8277","Fashion accessories","33.63","preço unitário baixo"
"859-71-0933","Sports and travel","15.49","preço unitário baixo"
"740-11-5257","Electronic accessories","24.74","preço unitário baixo"
"369-82-2676","Electronic accessories","75.66","preço unitário alto"
"563-47-4072","Health and beauty","55.81","preço unitário alto"
"742-04-5161","Home and lifestyle","72.78","preço unitário alto"
"149-15-7606","Sports and travel","37.32","preço unitário baixo"
"133-77-3154","Fashion accessories","60.18","preço unitário alto"
"169-52-4504","Electronic accessories","15.69","preço unitário baixo"
"250-81-7186","Electronic accessories","99.69","preço unitário alto"
"562-12-5430","Fashion accessories","88.15","preço unitário alto"
"816-72-8853","Sports and travel","27.93","preço unitário baixo"
"491-38-3499","Fashion accessories","55.45","preço unitário alto"
"322-02-2271","Sports and travel","42.97","preço unitário baixo"
"842-29-4695","Sports and travel","17.14","preço unitário baixo"
"725-67-2480","Fashion accessories","58.75","preço unitário alto"
"641-51-2661","Food and beverages","87.1","preço unitário alto"
"714-02-3114","Sports and travel","98.8","preço unitário alto"
"518-17-2983","Fashion accessories","48.63","preço unitário baixo"
"779-42-2410","Food and beverages","57.74","preço unitário alto"
"190-14-3147","Health and beauty","17.97","preço unitário baixo"
"408-66-6712","Health and beauty","47.71","preço unitário baixo"
"679-22-6530","Sports and travel","40.62","preço unitário baixo"
"588-47-8641","Fashion accessories","56.04","preço unitário alto"
"642-61-4706","Food and beverages","93.4","preço unitário alto"
"576-31-4774","Health and beauty","73.41","preço unitário alto"
"556-41-6224","Health and beauty","33.64","preço unitário baixo"
"811-03-8790","Electronic accessories","45.48","preço unitário baixo"
"242-11-3142","Fashion accessories","83.77","preço unitário alto"
"752-23-3760","Sports and travel","64.08","preço unitário alto"
"274-05-5470","Food and beverages","73.47","preço unitário alto"
"648-94-3045","Health and beauty","58.95","preço unitário alto"
"130-67-4723","Food and beverages","48.5","preço unitário baixo"
"528-87-5606","Electronic accessories","39.48","preço unitário baixo"
"320-85-2052","Sports and travel","34.81","preço unitário baixo"
"370-96-0655","Fashion accessories","49.32","preço unitário baixo"
"105-10-6182","Fashion accessories","21.48","preço unitário baixo"
"510-79-0415","Sports and travel","23.08","preço unitário baixo"
"241-96-5076","Home and lifestyle","49.1","preço unitário baixo"
"767-97-4650","Sports and travel","64.83","preço unitário alto"
"648-83-1321","Home and lifestyle","63.56","preço unitário alto"
"173-57-2300","Sports and travel","72.88","preço unitário alto"
"305-03-2383","Food and beverages","67.1","preço unitário alto"
"394-55-6384","Sports and travel","70.19","preço unitário alto"
"266-20-6657","Food and beverages","55.04","preço unitário alto"
"689-05-1884","Health and beauty","48.63","preço unitário baixo"
"196-01-2849","Fashion accessories","73.38","preço unitário alto"
"372-62-5264","Food and beverages","52.6","preço unitário alto"
"800-09-8606","Home and lifestyle","87.37","preço unitário alto"
"182-52-7000","Sports and travel","27.04","preço unitário baixo"
"826-58-8051","Home and lifestyle","62.19","preço unitário alto"
"868-06-0466","Electronic accessories","69.58","preço unitário alto"
"751-41-9720","Home and lifestyle","97.5","preço unitário alto"
"626-43-7888","Fashion accessories","60.41","preço unitário alto"
"176-64-7711","Food and beverages","32.32","preço unitário baixo"
"191-29-0321","Fashion accessories","19.77","preço unitário baixo"
"729-06-2010","Health and beauty","80.47","preço unitário alto"
"640-48-5028","Home and lifestyle","88.39","preço unitário alto"
"186-79-9562","Health and beauty","71.77","preço unitário alto"
"834-45-5519","Electronic accessories","43.0","preço unitário baixo"
"162-65-8559","Food and beverages","68.98","preço unitário alto"
"760-27-5490","Fashion accessories","15.62","preço unitário baixo"
"445-30-9252","Sports and travel","25.7","preço unitário baixo"
"786-94-2700","Food and beverages","80.62","preço unitário alto"
"728-88-7867","Home and lifestyle","75.53","preço unitário alto"
"183-21-3799","Electronic accessories","77.63","preço unitário alto"
"268-20-3585","Health and beauty","13.85","preço unitário baixo"
"735-32-9839","Fashion accessories","98.7","preço unitário alto"
"258-92-7466","Health and beauty","35.68","preço unitário baixo"
"857-16-3520","Fashion accessories","71.46","preço unitário alto"
"482-17-1179","Electronic accessories","11.94","preço unitário baixo"
"788-21-5741","Fashion accessories","45.38","preço unitário baixo"
"821-14-9046","Fashion accessories","17.48","preço unitário baixo"
"418-05-0656","Fashion accessories","25.56","preço unitário baixo"
"678-79-0726","Sports and travel","90.63","preço unitário alto"
"776-68-1096","Home and lifestyle","44.12","preço unitário baixo"
"592-46-1692","Food and beverages","36.77","preço unitário baixo"
"434-35-9162","Food and beverages","23.34","preço unitário baixo"
"149-14-0304","Health and beauty","28.5","preço unitário baixo"
"442-44-6497","Home and lifestyle","55.57","preço unitário alto"
"174-64-0215","Sports and travel","69.74","preço unitário alto"
"210-74-9613","Fashion accessories","97.26","preço unitário alto"
"299-29-0180","Home and lifestyle","52.18","preço unitário alto"
"247-11-2470","Fashion accessories","22.32","preço unitário baixo"
"635-28-5728","Health and beauty","56.0","preço unitário alto"
"756-49-0168","Fashion accessories","19.7","preço unitário baixo"
"438-23-1242","Electronic accessories","75.88","preço unitário alto"
"238-45-6950","Food and beverages","53.72","preço unitário alto"
"607-65-2441","Health and beauty","81.95","preço unitário alto"
"386-27-7606","Home and lifestyle","81.2","preço unitário alto"
"137-63-5492","Electronic accessories","58.76","preço unitário alto"
"197-77-7132","Electronic accessories","91.56","preço unitário alto"
"805-86-0265","Home and lifestyle","93.96","preço unitário alto"
"733-29-1227","Home and lifestyle","55.61","preço unitário alto"
"451-73-2711","Food and beverages","84.83","preço unitário alto"
"373-14-0504","Sports and travel","71.63","preço unitário alto"
"546-80-2899","Home and lifestyle","37.69","preço unitário baixo"
"345-68-9016","Sports and travel","31.67","preço unitário baixo"
"390-17-5806","Food and beverages","38.42","preço unitário baixo"
"457-13-1708","Fashion accessories","65.23","preço unitário alto"
"664-14-2882","Home and lifestyle","10.53","preço unitário baixo"
"487-79-6868","Home and lifestyle","12.29","preço unitário baixo"
"314-23-4520","Health and beauty","81.23","preço unitário alto"
"210-30-7976","Fashion accessories","22.32","preço unitário baixo"
"585-86-8361","Food and beverages","27.28","preço unitário baixo"
"807-14-7833","Electronic accessories","17.42","preço unitário baixo"
"775-72-1988","Home and lifestyle","73.28","preço unitário alto"
"288-38-3758","Fashion accessories","84.87","preço unitário alto"
"652-43-6591","Fashion accessories","97.29","preço unitário alto"
"785-96-0615","Electronic accessories","35.74","preço unitário baixo"
"406-46-7107","Home and lifestyle","96.52","preço unitário alto"
"250-17-5703","Food and beverages","18.85","preço unitário baixo"
"156-95-3964","Food and beverages","55.39","preço unitário alto"
"842-40-8179","Food and beverages","77.2","preço unitário alto"
"525-09-8450","Electronic accessories","72.13","preço unitário alto"
"410-67-1709","Fashion accessories","63.88","preço unitário alto"
"587-73-4862","Health and beauty","10.69","preço unitário baixo"
"787-87-2010","Health and beauty","55.5","preço unitário alto"
"593-14-4239","Home and lifestyle","95.46","preço unitário alto"
"801-88-0346","Fashion accessories","76.06","preço unitário alto"
"388-76-2555","Sports and travel","13.69","preço unitário baixo"
"711-31-1234","Electronic accessories","95.64","preço unitário alto"
"886-54-6089","Home and lifestyle","11.43","preço unitário baixo"
"707-32-7409","Sports and travel","95.54","preço unitário alto"
"759-98-4285","Health and beauty","85.87","preço unitário alto"
"201-63-8275","Sports and travel","67.99","preço unitário alto"
"471-06-8611","Food and beverages","52.42","preço unitário alto"
"200-16-5952","Food and beverages","65.65","preço unitário alto"
"120-54-2248","Food and beverages","28.86","preço unitário baixo"
"102-77-2261","Health and beauty","65.31","preço unitário alto"
"875-31-8302","Sports and travel","93.38","preço unitário alto"
"102-06-2002","Sports and travel","25.25","preço unitário baixo"
"457-94-0464","Electronic accessories","87.87","preço unitário alto"
"629-42-4133","Health and beauty","21.8","preço unitário baixo"
"534-53-3526","Sports and travel","94.76","preço unitário alto"
"307-04-2070","Fashion accessories","30.62","preço unitário baixo"
"468-99-7231","Home and lifestyle","44.01","preço unitário baixo"
"516-77-6464","Health and beauty","10.16","preço unitário baixo"
"404-91-5964","Electronic accessories","74.58","preço unitário alto"
"886-77-9084","Electronic accessories","71.89","preço unitário alto"
"790-38-4466","Health and beauty","10.99","preço unitário baixo"
"704-10-4056","Health and beauty","60.47","preço unitário alto"
"497-37-6538","Sports and travel","58.91","preço unitário alto"
"651-96-5970","Fashion accessories","46.41","preço unitário baixo"
"400-80-4065","Health and beauty","68.55","preço unitário alto"
"744-16-7898","Home and lifestyle","97.37","preço unitário alto"
"263-12-5321","Electronic accessories","92.6","preço unitário alto"
"702-72-0487","Electronic accessories","46.61","preço unitário baixo"
"605-83-1050","Fashion accessories","27.18","preço unitário baixo"
"443-60-9639","Home and lifestyle","60.87","preço unitário alto"
"864-24-7918","Sports and travel","24.49","preço unitário baixo"
"359-94-5395","Health and beauty","92.78","preço unitário alto"
"401-09-4232","Home and lifestyle","86.69","preço unitário alto"
"751-15-6198","Sports and travel","23.01","preço unitário baixo"
"324-41-6833","Electronic accessories","30.2","preço unitário baixo"
"474-33-8305","Fashion accessories","67.39","preço unitário alto"
"759-29-9521","Fashion accessories","48.96","preço unitário baixo"
"831-81-6575","Electronic accessories","75.59","preço unitário alto"
"220-68-6701","Home and lifestyle","77.47","preço unitário alto"
"618-34-8551","Sports and travel","93.18","preço unitário alto"
"257-60-7754","Electronic accessories","50.23","preço unitário alto"
"559-61-5987","Health and beauty","17.75","preço unitário baixo"
"189-55-2313","Fashion accessories","62.18","preço unitário alto"
"565-91-4567","Health and beauty","10.75","preço unitário baixo"
"380-60-5336","Electronic accessories","40.26","preço unitário baixo"
"815-04-6282","Sports and travel","64.97","preço unitário alto"
"674-56-6360","Electronic accessories","95.15","preço unitário alto"
"778-34-2523","Electronic accessories","48.62","preço unitário baixo"
"499-27-7781","Food and beverages","53.21","preço unitário alto"
"477-59-2456","Fashion accessories","45.44","preço unitário baixo"
"832-51-6761","Food and beverages","33.88","preço unitário baixo"
"869-11-3082","Health and beauty","96.16","preço unitário alto"
"190-59-3964","Food and beverages","47.16","preço unitário baixo"
"366-43-6862","Electronic accessories","52.89","preço unitário alto"
"186-43-8965","Home and lifestyle","47.68","preço unitário baixo"
"784-21-9238","Sports and travel","10.17","preço unitário baixo"
"276-75-6884","Health and beauty","68.71","preço unitário alto"
"109-86-4363","Sports and travel","60.08","preço unitário alto"
"569-76-2760","Sports and travel","22.01","preço unitário baixo"
"222-42-0244","Health and beauty","72.11","preço unitário alto"
"760-53-9233","Fashion accessories","41.28","preço unitário baixo"
"538-22-0304","Electronic accessories","64.95","preço unitário alto"
"416-17-9926","Electronic accessories","74.22","preço unitário alto"
"237-44-6163","Electronic accessories","10.56","preço unitário baixo"
"636-17-0325","Health and beauty","62.57","preço unitário alto"
"343-75-9322","Sports and travel","11.85","preço unitário baixo"
"528-14-9470","Health and beauty","91.3","preço unitário alto"
"427-45-9297","Home and lifestyle","40.73","preço unitário baixo"
"807-34-3742","Fashion accessories","52.38","preço unitário alto"
"288-62-1085","Fashion accessories","38.54","preço unitário baixo"
"670-71-7306","Sports and travel","44.63","preço unitário baixo"
"660-29-7083","Electronic accessories","55.87","preço unitário alto"
"271-77-8740","Sports and travel","29.22","preço unitário baixo"
"497-36-0989","Fashion accessories","51.94","preço unitário alto"
"291-59-1384","Electronic accessories","60.3","preço unitário alto"
"860-73-6466","Sports and travel","39.47","preço unitário baixo"
"549-23-9016","Food and beverages","14.87","preço unitário baixo"
"896-34-0956","Fashion accessories","21.32","preço unitário baixo"
"804-38-3935","Electronic accessories","93.78","preço unitário alto"
"585-90-0249","Electronic accessories","73.26","preço unitário alto"
"862-29-5914","Sports and travel","22.38","preço unitário baixo"
"845-94-6841","Food and beverages","72.88","preço unitário alto"
"125-45-2293","Fashion accessories","99.1","preço unitário alto"
"843-73-4724","Fashion accessories","74.1","preço unitário alto"
"409-33-9708","Fashion accessories","98.48","preço unitário alto"
"658-66-3967","Health and beauty","53.19","preço unitário alto"
"866-70-2814","Electronic accessories","52.79","preço unitário alto"
"160-22-2687","Health and beauty","95.95","preço unitário alto"
"895-03-6665","Fashion accessories","36.51","preço unitário baixo"
"770-42-8960","Food and beverages","21.12","preço unitário baixo"
"748-45-2862","Home and lifestyle","28.31","preço unitário baixo"
"234-36-2483","Health and beauty","57.59","preço unitário alto"
"316-66-3011","Food and beverages","47.63","preço unitário baixo"
"848-95-6252","Home and lifestyle","86.27","preço unitário alto"
"840-76-5966","Sports and travel","12.76","preço unitário baixo"
"152-03-4217","Home and lifestyle","11.28","preço unitário baixo"
"533-66-5566","Home and lifestyle","51.07","preço unitário alto"
"124-31-1458","Electronic accessories","79.59","preço unitário alto"
"176-78-1170","Health and beauty","33.81","preço unitário baixo"
"361-59-0574","Sports and travel","90.53","preço unitário alto"
"101-81-4070","Health and beauty","62.82","preço unitário alto"
"631-34-1880","Food and beverages","24.31","preço unitário baixo"
"852-82-2749","Sports and travel","64.59","preço unitário alto"
"873-14-6353","Food and beverages","24.82","preço unitário baixo"
"584-66-4073","Fashion accessories","56.5","preço unitário alto"
"544-55-9589","Electronic accessories","21.43","preço unitário baixo"
"166-19-2553","Sports and travel","89.06","preço unitário alto"
"737-88-5876","Home and lifestyle","23.29","preço unitário baixo"
"154-87-7367","Home and lifestyle","65.26","preço unitário alto"
"885-56-0389","Fashion accessories","52.35","preço unitário alto"
"608-05-3804","Electronic accessories","39.75","preço unitário baixo"
"448-61-3783","Electronic accessories","90.02","preço unitário alto"
"761-49-0439","Electronic accessories","12.1","preço unitário baixo"
"490-95-0021","Food and beverages","33.21","preço unitário baixo"
"115-38-7388","Fashion accessories","10.18","preço unitário baixo"
"311-13-6971","Sports and travel","31.99","preço unitário baixo"
"291-55-6563","Home and lifestyle","34.42","preço unitário baixo"
"548-48-3156","Food and beverages","83.34","preço unitário alto"
"460-93-5834","Sports and travel","45.58","preço unitário baixo"
"325-89-4209","Food and beverages","87.9","preço unitário alto"
"884-80-6021","Electronic accessories","73.47","preço unitário alto"
"137-74-8729","Fashion accessories","12.19","preço unitário baixo"
"880-46-5796","Sports and travel","76.92","preço unitário alto"
"389-70-2397","Health and beauty","83.66","preço unitário alto"
"114-35-5271","Electronic accessories","57.91","preço unitário alto"
"607-76-6216","Fashion accessories","92.49","preço unitário alto"
"715-20-1673","Electronic accessories","28.38","preço unitário baixo"
"811-35-1094","Electronic accessories","50.45","preço unitário alto"
"699-88-1972","Health and beauty","99.16","preço unitário alto"
"781-84-8059","Fashion accessories","60.74","preço unitário alto"
"409-49-6995","Food and beverages","47.27","preço unitário baixo"
"725-54-0677","Health and beauty","85.6","preço unitário alto"
"146-09-5432","Food and beverages","35.04","preço unitário baixo"
"377-79-7592","Electronic accessories","44.84","preço unitário baixo"
"509-10-0516","Home and lifestyle","45.97","preço unitário baixo"
"595-94-9924","Health and beauty","27.73","preço unitário baixo"
"865-41-9075","Food and beverages","11.53","preço unitário baixo"
"545-07-8534","Health and beauty","58.32","preço unitário alto"
"118-62-1812","Home and lifestyle","78.38","preço unitário alto"
"450-42-3339","Health and beauty","84.61","preço unitário alto"
"851-98-3555","Health and beauty","82.88","preço unitário alto"
"186-71-5196","Food and beverages","79.54","preço unitário alto"
"624-01-8356","Home and lifestyle","49.01","preço unitário baixo"
"313-66-9943","Food and beverages","29.15","preço unitário baixo"
"151-27-8496","Electronic accessories","56.13","preço unitário alto"
"453-33-6436","Home and lifestyle","93.12","preço unitário alto"
"522-57-8364","Fashion accessories","51.34","preço unitário alto"
"459-45-2396","Food and beverages","99.6","preço unitário alto"
"717-96-4189","Electronic accessories","35.49","preço unitário baixo"
"722-13-2115","Sports and travel","42.85","preço unitário baixo"
"749-81-8133","Fashion accessories","94.67","preço unitário alto"
"777-67-2495","Home and lifestyle","68.97","preço unitário alto"
"636-98-3364","Electronic accessories","26.26","preço unitário baixo"
"246-55-6923","Home and lifestyle","35.79","preço unitário baixo"
"181-82-6255","Home and lifestyle","16.37","preço unitário baixo"
"838-02-1821","Home and lifestyle","12.73","preço unitário baixo"
"887-42-0517","Sports and travel","83.14","preço unitário alto"
"457-12-0244","Sports and travel","35.22","preço unitário baixo"
"226-34-0034","Electronic accessories","13.78","preço unitário baixo"
"321-49-7382","Sports and travel","88.31","preço unitário alto"
"397-25-8725","Health and beauty","39.62","preço unitário baixo"
"431-66-2305","Electronic accessories","88.25","preço unitário alto"
"825-94-5922","Sports and travel","25.31","preço unitário baixo"
"641-62-7288","Home and lifestyle","99.92","preço unitário alto"
"756-93-1854","Fashion accessories","83.35","preço unitário alto"
"243-55-8457","Food and beverages","74.44","preço unitário alto"
"458-10-8612","Health and beauty","64.08","preço unitário alto"
"501-61-1753","Home and lifestyle","63.15","preço unitário alto"
"235-06-8510","Home and lifestyle","85.72","preço unitário alto"
"433-08-7822","Health and beauty","78.89","preço unitário alto"
"361-85-2571","Sports and travel","89.48","preço unitário alto"
"131-70-8179","Health and beauty","92.09","preço unitário alto"
"500-02-2261","Food and beverages","57.29","preço unitário alto"
"720-72-2436","Food and beverages","66.52","preço unitário alto"
"702-83-5291","Fashion accessories","99.82","preço unitário alto"
"809-69-9497","Home and lifestyle","45.68","preço unitário baixo"
"449-16-6770","Health and beauty","50.79","preço unitário alto"
"333-23-2632","Health and beauty","10.08","preço unitário baixo"
"489-82-1237","Electronic accessories","93.88","preço unitário alto"
"859-97-6048","Electronic accessories","84.25","preço unitário alto"
"676-10-2200","Fashion accessories","53.78","preço unitário alto"
"373-88-1424","Home and lifestyle","35.81","preço unitário baixo"
"365-16-4334","Food and beverages","26.43","preço unitário baixo"
"503-21-4385","Health and beauty","39.91","preço unitário baixo"
"305-89-2768","Home and lifestyle","21.9","preço unitário baixo"
"574-80-1489","Food and beverages","62.85","preço unitário alto"
"784-08-0310","Food and beverages","21.04","preço unitário baixo"
"200-40-6154","Home and lifestyle","65.91","preço unitário alto"
"846-10-0341","Fashion accessories","42.57","preço unitário baixo"
"577-34-7579","Food and beverages","50.49","preço unitário alto"
"430-02-3888","Electronic accessories","46.02","preço unitário baixo"
