"invoice_id","branch","total","classetotal"
"443-82-0585","A","326.256","Total com baixo valor"
"339-18-7061","C","195.258","Total com baixo valor"
"359-90-3665","B","75.936","Total com baixo valor"
"375-72-3056","B","198.639","Total com baixo valor"
"127-47-6963","A","217.182","Total com baixo valor"
"278-86-2735","A","164.871","Total com baixo valor"
"695-28-6250","A","226.065","Total com baixo valor"
"379-17-6588","C","625.905","Total com alto valor"
"227-50-3718","A","76.755","Total com baixo valor"
"302-15-2162","C","293.139","Total com baixo valor"
"788-07-8452","C","178.164","Total com baixo valor"
"560-49-6611","A","47.859","Total com baixo valor"
"880-35-0356","A","236.88","Total com baixo valor"
"585-11-6748","B","304.92","Total com baixo valor"
"470-31-3286","B","46.683","Total com baixo valor"
"152-68-2907","A","164.43","Total com baixo valor"
"123-35-4896","C","440.937","Total com baixo valor"
"258-69-7810","C","193.4625","Total com baixo valor"
"334-64-2006","A","147.672","Total com baixo valor"
"219-61-4139","C","87.234","Total com baixo valor"
"881-41-7302","C","68.2395","Total com baixo valor"
"373-09-4567","C","814.38","Total com alto valor"
"642-30-6693","B","343.413","Total com baixo valor"
"484-22-8230","C","381.3915","Total com baixo valor"
"830-58-2383","B","133.35","Total com baixo valor"
"559-98-9873","A","394.3275","Total com baixo valor"
"544-32-5024","C","209.118","Total com baixo valor"
"318-12-0304","A","32.1405","Total com baixo valor"
"349-97-8902","B","121.569","Total com baixo valor"
"421-95-9805","A","30.408","Total com baixo valor"
"277-35-5865","C","935.2665","Total com alto valor"
"789-23-8625","B","293.643","Total com baixo valor"
"284-54-4231","C","84.9765","Total com baixo valor"
"443-59-0061","A","708.225","Total com alto valor"
"509-29-3912","A","365.904","Total com baixo valor"
"327-40-9673","B","457.38","Total com baixo valor"
"840-19-2096","C","461.5275","Total com baixo valor"
"828-46-6863","A","620.739","Total com alto valor"
"641-96-3695","C","273.798","Total com baixo valor"
"420-97-3340","A","225.792","Total com baixo valor"
"436-54-4512","A","96.1905","Total com baixo valor"
"670-79-6321","B","695.2365","Total com alto valor"
"852-62-7105","B","874.125","Total com alto valor"
"598-06-7312","B","95.9175","Total com baixo valor"
"135-13-8269","B","165.648","Total com baixo valor"
"816-57-2053","A","127.827","Total com baixo valor"
"628-90-8624","B","867.09","Total com alto valor"
"856-66-2701","A","167.895","Total com baixo valor"
"308-39-1707","A","12.6945","Total com baixo valor"
"149-61-1929","A","673.995","Total com alto valor"
"655-07-2265","A","246.6765","Total com baixo valor"
"589-02-8023","A","175.917","Total com baixo valor"
"420-04-7590","B","314.055","Total com baixo valor"
"182-88-2763","B","251.7165","Total com baixo valor"
"188-55-0967","B","697.935","Total com alto valor"
"610-46-4100","A","212.7825","Total com baixo valor"
"318-81-2368","C","48.51","Total com baixo valor"
"364-33-8584","B","92.5575","Total com baixo valor"
"665-63-9737","B","165.123","Total com baixo valor"
"695-09-5146","B","311.1885","Total com baixo valor"
"155-45-3814","C","743.82","Total com alto valor"
"794-32-2436","B","116.907","Total com baixo valor"
"131-15-8856","C","609.168","Total com alto valor"
"273-84-2164","C","63.2625","Total com baixo valor"
"706-36-6154","A","182.952","Total com baixo valor"
"778-89-7974","C","442.323","Total com baixo valor"
"574-31-8277","B","35.3115","Total com baixo valor"
"859-71-0933","C","32.529","Total com baixo valor"
"740-11-5257","C","259.77","Total com baixo valor"
"369-82-2676","B","397.215","Total com baixo valor"
"563-47-4072","B","351.603","Total com baixo valor"
"742-04-5161","A","764.19","Total com alto valor"
"149-15-7606","B","352.674","Total com baixo valor"
"133-77-3154","B","252.756","Total com baixo valor"
"169-52-4504","A","49.4235","Total com baixo valor"
"250-81-7186","C","104.6745","Total com baixo valor"
"562-12-5430","A","277.6725","Total com baixo valor"
"816-72-8853","A","146.6325","Total com baixo valor"
"491-38-3499","A","58.2225","Total com baixo valor"
"322-02-2271","B","135.3555","Total com baixo valor"
"842-29-4695","C","125.979","Total com baixo valor"
"725-67-2480","B","370.125","Total com baixo valor"
"641-51-2661","C","914.55","Total com alto valor"
"714-02-3114","C","207.48","Total com baixo valor"
"518-17-2983","A","204.246","Total com baixo valor"
"779-42-2410","B","181.881","Total com baixo valor"
"190-14-3147","B","75.474","Total com baixo valor"
"408-66-6712","C","300.573","Total com baixo valor"
"679-22-6530","B","85.302","Total com baixo valor"
"588-47-8641","A","588.42","Total com alto valor"
"642-61-4706","B","196.14","Total com baixo valor"
"576-31-4774","B","231.2415","Total com baixo valor"
"556-41-6224","C","282.576","Total com baixo valor"
"811-03-8790","A","477.54","Total com baixo valor"
"242-11-3142","B","175.917","Total com baixo valor"
"752-23-3760","B","470.988","Total com baixo valor"
"274-05-5470","A","308.574","Total com baixo valor"
"648-94-3045","C","618.975","Total com alto valor"
"130-67-4723","A","305.55","Total com baixo valor"
"528-87-5606","B","41.454","Total com baixo valor"
"320-85-2052","B","36.5505","Total com baixo valor"
"370-96-0655","C","310.716","Total com baixo valor"
"105-10-6182","A","45.108","Total com baixo valor"
"510-79-0415","B","145.404","Total com baixo valor"
"241-96-5076","B","103.11","Total com baixo valor"
"767-97-4650","B","136.143","Total com baixo valor"
"648-83-1321","A","667.38","Total com alto valor"
"173-57-2300","C","153.048","Total com baixo valor"
"305-03-2383","A","211.365","Total com baixo valor"
"394-55-6384","C","663.2955","Total com alto valor"
"266-20-6657","C","404.544","Total com baixo valor"
"689-05-1884","A","510.615","Total com alto valor"
"196-01-2849","C","539.343","Total com alto valor"
"372-62-5264","C","497.07","Total com baixo valor"
"800-09-8606","A","458.6925","Total com baixo valor"
"182-52-7000","A","113.568","Total com baixo valor"
"826-58-8051","B","261.198","Total com baixo valor"
"868-06-0466","A","657.531","Total com alto valor"
"751-41-9720","C","1023.75","Total com alto valor"
"626-43-7888","C","507.444","Total com alto valor"
"176-64-7711","B","101.808","Total com baixo valor"
"191-29-0321","B","207.585","Total com baixo valor"
"729-06-2010","B","760.4415","Total com alto valor"
"640-48-5028","B","835.2855","Total com alto valor"
"186-79-9562","B","527.5095","Total com alto valor"
"834-45-5519","B","180.6","Total com baixo valor"
"162-65-8559","C","72.429","Total com baixo valor"
"760-27-5490","C","131.208","Total com baixo valor"
"445-30-9252","A","80.955","Total com baixo valor"
"786-94-2700","A","507.906","Total com alto valor"
"728-88-7867","C","317.226","Total com baixo valor"
"183-21-3799","C","733.6035","Total com alto valor"
"268-20-3585","C","130.8825","Total com baixo valor"
"735-32-9839","C","829.08","Total com alto valor"
"258-92-7466","A","187.32","Total com baixo valor"
"857-16-3520","A","525.231","Total com alto valor"
"482-17-1179","A","37.611","Total com baixo valor"
"788-21-5741","A","142.947","Total com baixo valor"
"821-14-9046","B","110.124","Total com baixo valor"
"418-05-0656","B","187.866","Total com baixo valor"
"678-79-0726","C","856.4535","Total com alto valor"
"776-68-1096","B","138.978","Total com baixo valor"
"592-46-1692","C","270.2595","Total com baixo valor"
"434-35-9162","B","98.028","Total com baixo valor"
"149-14-0304","C","239.4","Total com baixo valor"
"442-44-6497","C","175.0455","Total com baixo valor"
"174-64-0215","B","732.27","Total com alto valor"
"210-74-9613","C","408.492","Total com baixo valor"
"299-29-0180","B","383.523","Total com baixo valor"
"247-11-2470","A","93.744","Total com baixo valor"
"635-28-5728","A","176.4","Total com baixo valor"
"756-49-0168","A","20.685","Total com baixo valor"
"438-23-1242","B","557.718","Total com alto valor"
"238-45-6950","B","56.406","Total com baixo valor"
"607-65-2441","C","860.475","Total com alto valor"
"386-27-7606","C","596.82","Total com alto valor"
"137-63-5492","C","616.98","Total com alto valor"
"197-77-7132","B","769.104","Total com alto valor"
"805-86-0265","A","887.922","Total com alto valor"
"733-29-1227","C","408.7335","Total com baixo valor"
"451-73-2711","C","89.0715","Total com baixo valor"
"373-14-0504","A","150.423","Total com baixo valor"
"546-80-2899","A","79.149","Total com baixo valor"
"345-68-9016","C","266.028","Total com baixo valor"
"390-17-5806","C","40.341","Total com baixo valor"
"457-13-1708","B","684.915","Total com alto valor"
"664-14-2882","C","55.2825","Total com baixo valor"
"487-79-6868","B","116.1405","Total com baixo valor"
"314-23-4520","C","597.0405","Total com alto valor"
"210-30-7976","B","93.744","Total com baixo valor"
"585-86-8361","A","143.22","Total com baixo valor"
"807-14-7833","A","182.91","Total com baixo valor"
"775-72-1988","B","384.72","Total com baixo valor"
"288-38-3758","C","267.3405","Total com baixo valor"
"652-43-6591","A","817.236","Total com alto valor"
"785-96-0615","B","300.216","Total com baixo valor"
"406-46-7107","A","608.076","Total com alto valor"
"250-17-5703","A","197.925","Total com baixo valor"
"156-95-3964","A","232.638","Total com baixo valor"
"842-40-8179","B","810.6","Total com alto valor"
"525-09-8450","B","757.365","Total com alto valor"
"410-67-1709","A","536.592","Total com alto valor"
"587-73-4862","A","56.1225","Total com baixo valor"
"787-87-2010","A","233.1","Total com baixo valor"
"593-14-4239","B","801.864","Total com alto valor"
"801-88-0346","C","239.589","Total com baixo valor"
"388-76-2555","B","86.247","Total com baixo valor"
"711-31-1234","B","401.688","Total com baixo valor"
"886-54-6089","A","72.009","Total com baixo valor"
"707-32-7409","B","401.268","Total com baixo valor"
"759-98-4285","C","631.1445","Total com alto valor"
"201-63-8275","C","499.7265","Total com baixo valor"
"471-06-8611","C","55.041","Total com baixo valor"
"200-16-5952","C","137.865","Total com baixo valor"
"120-54-2248","B","151.515","Total com baixo valor"
"102-77-2261","C","480.0285","Total com baixo valor"
"875-31-8302","B","98.049","Total com baixo valor"
"102-06-2002","C","132.5625","Total com baixo valor"
"457-94-0464","B","830.3715","Total com alto valor"
"629-42-4133","C","183.12","Total com baixo valor"
"534-53-3526","A","397.992","Total com baixo valor"
"307-04-2070","A","32.151","Total com baixo valor"
"468-99-7231","C","369.684","Total com baixo valor"
"516-77-6464","C","53.34","Total com baixo valor"
"404-91-5964","A","548.163","Total com alto valor"
"886-77-9084","C","603.876","Total com alto valor"
"790-38-4466","C","57.6975","Total com baixo valor"
"704-10-4056","C","190.4805","Total com baixo valor"
"497-37-6538","A","432.9885","Total com baixo valor"
"651-96-5970","A","48.7305","Total com baixo valor"
"400-80-4065","C","287.91","Total com baixo valor"
"744-16-7898","B","1022.385","Total com alto valor"
"263-12-5321","A","680.61","Total com alto valor"
"702-72-0487","A","97.881","Total com baixo valor"
"605-83-1050","B","57.078","Total com baixo valor"
"443-60-9639","C","63.9135","Total com baixo valor"
"864-24-7918","A","257.145","Total com baixo valor"
"359-94-5395","B","97.419","Total com baixo valor"
"401-09-4232","C","455.1225","Total com baixo valor"
"751-15-6198","B","144.963","Total com baixo valor"
"324-41-6833","C","253.68","Total com baixo valor"
"474-33-8305","C","495.3165","Total com baixo valor"
"759-29-9521","A","462.672","Total com baixo valor"
"831-81-6575","B","714.3255","Total com alto valor"
"220-68-6701","A","325.374","Total com baixo valor"
"618-34-8551","A","195.678","Total com baixo valor"
"257-60-7754","A","210.966","Total com baixo valor"
"559-61-5987","B","18.6375","Total com baixo valor"
"189-55-2313","C","652.89","Total com alto valor"
"565-91-4567","B","90.3","Total com baixo valor"
"380-60-5336","A","422.73","Total com baixo valor"
"815-04-6282","C","341.0925","Total com baixo valor"
"674-56-6360","A","99.9075","Total com baixo valor"
"778-34-2523","A","408.408","Total com baixo valor"
"499-27-7781","B","446.964","Total com baixo valor"
"477-59-2456","C","333.984","Total com baixo valor"
"832-51-6761","A","284.592","Total com baixo valor"
"869-11-3082","B","403.872","Total com baixo valor"
"190-59-3964","B","247.59","Total com baixo valor"
"366-43-6862","B","222.138","Total com baixo valor"
"186-43-8965","A","100.128","Total com baixo valor"
"784-21-9238","C","10.6785","Total com baixo valor"
"276-75-6884","A","216.4365","Total com baixo valor"
"109-86-4363","B","441.588","Total com baixo valor"
"569-76-2760","A","92.442","Total com baixo valor"
"222-42-0244","B","681.4395","Total com alto valor"
"760-53-9233","A","130.032","Total com baixo valor"
"538-22-0304","C","681.975","Total com alto valor"
"416-17-9926","A","779.31","Total com alto valor"
"237-44-6163","A","88.704","Total com baixo valor"
"636-17-0325","B","262.794","Total com baixo valor"
"343-75-9322","B","99.54","Total com baixo valor"
"528-14-9470","A","95.865","Total com baixo valor"
"427-45-9297","B","299.3655","Total com baixo valor"
"807-34-3742","A","54.999","Total com baixo valor"
"288-62-1085","A","202.335","Total com baixo valor"
"670-71-7306","B","281.169","Total com baixo valor"
"660-29-7083","C","586.635","Total com alto valor"
"271-77-8740","C","184.086","Total com baixo valor"
"497-36-0989","A","163.611","Total com baixo valor"
"291-59-1384","B","63.315","Total com baixo valor"
"860-73-6466","A","82.887","Total com baixo valor"
"549-23-9016","C","31.227","Total com baixo valor"
"896-34-0956","A","22.386","Total com baixo valor"
"804-38-3935","A","295.407","Total com baixo valor"
"585-90-0249","A","76.923","Total com baixo valor"
"862-29-5914","C","23.499","Total com baixo valor"
"845-94-6841","C","688.716","Total com alto valor"
"125-45-2293","A","624.33","Total com alto valor"
"843-73-4724","A","77.805","Total com baixo valor"
"409-33-9708","A","206.808","Total com baixo valor"
"658-66-3967","C","390.9465","Total com baixo valor"
"866-70-2814","B","554.295","Total com alto valor"
"160-22-2687","A","503.7375","Total com alto valor"
"895-03-6665","B","345.0195","Total com baixo valor"
"770-42-8960","B","177.408","Total com baixo valor"
"748-45-2862","A","118.902","Total com baixo valor"
"234-36-2483","B","362.817","Total com baixo valor"
"316-66-3011","A","450.1035","Total com baixo valor"
"848-95-6252","C","90.5835","Total com baixo valor"
"840-76-5966","A","26.796","Total com baixo valor"
"152-03-4217","B","106.596","Total com baixo valor"
"533-66-5566","B","375.3645","Total com baixo valor"
"124-31-1458","A","250.7085","Total com baixo valor"
"176-78-1170","C","106.5015","Total com baixo valor"
"361-59-0574","B","760.452","Total com alto valor"
"101-81-4070","C","131.922","Total com baixo valor"
"631-34-1880","C","76.5765","Total com baixo valor"
"852-82-2749","A","271.278","Total com baixo valor"
"873-14-6353","A","182.427","Total com baixo valor"
"584-66-4073","C","59.325","Total com baixo valor"
"544-55-9589","B","225.015","Total com baixo valor"
"166-19-2553","A","561.078","Total com alto valor"
"737-88-5876","A","97.818","Total com baixo valor"
"154-87-7367","C","548.184","Total com alto valor"
"885-56-0389","C","54.9675","Total com baixo valor"
"608-05-3804","B","41.7375","Total com baixo valor"
"448-61-3783","A","756.168","Total com alto valor"
"761-49-0439","B","101.64","Total com baixo valor"
"490-95-0021","B","348.705","Total com baixo valor"
"115-38-7388","C","85.512","Total com baixo valor"
"311-13-6971","B","335.895","Total com baixo valor"
"291-55-6563","A","216.846","Total com baixo valor"
"548-48-3156","A","175.014","Total com baixo valor"
"460-93-5834","A","335.013","Total com baixo valor"
"325-89-4209","A","92.295","Total com baixo valor"
"884-80-6021","A","771.435","Total com alto valor"
"137-74-8729","C","102.396","Total com baixo valor"
"880-46-5796","A","807.66","Total com alto valor"
"389-70-2397","C","439.215","Total com baixo valor"
"114-35-5271","B","486.444","Total com baixo valor"
"607-76-6216","C","485.5725","Total com baixo valor"
"715-20-1673","B","148.995","Total com baixo valor"
"811-35-1094","B","317.835","Total com baixo valor"
"699-88-1972","B","832.944","Total com alto valor"
"781-84-8059","C","446.439","Total com baixo valor"
"409-49-6995","C","297.801","Total com baixo valor"
"725-54-0677","C","629.16","Total com alto valor"
"146-09-5432","A","331.128","Total com baixo valor"
"377-79-7592","C","423.738","Total com baixo valor"
"509-10-0516","B","193.074","Total com baixo valor"
"595-94-9924","A","145.5825","Total com baixo valor"
"865-41-9075","A","84.7455","Total com baixo valor"
"545-07-8534","C","122.472","Total com baixo valor"
"118-62-1812","C","329.196","Total com baixo valor"
"450-42-3339","C","888.405","Total com alto valor"
"851-98-3555","B","435.12","Total com baixo valor"
"186-71-5196","A","167.034","Total com baixo valor"
"624-01-8356","B","514.605","Total com alto valor"
"313-66-9943","B","91.8225","Total com baixo valor"
"151-27-8496","C","235.746","Total com baixo valor"
"453-33-6436","A","782.208","Total com alto valor"
"522-57-8364","A","431.256","Total com baixo valor"
"459-45-2396","A","313.74","Total com baixo valor"
"717-96-4189","C","223.587","Total com baixo valor"
"722-13-2115","C","44.9925","Total com baixo valor"
"749-81-8133","A","397.614","Total com baixo valor"
"777-67-2495","B","217.2555","Total com baixo valor"
"636-98-3364","B","82.719","Total com baixo valor"
"246-55-6923","C","338.2155","Total com baixo valor"
"181-82-6255","B","103.131","Total com baixo valor"
"838-02-1821","C","26.733","Total com baixo valor"
"887-42-0517","C","611.079","Total com alto valor"
"457-12-0244","C","221.886","Total com baixo valor"
"226-34-0034","B","57.876","Total com baixo valor"
"321-49-7382","B","92.7255","Total com baixo valor"
"397-25-8725","A","374.409","Total com baixo valor"
"431-66-2305","B","833.9625","Total com alto valor"
"825-94-5922","B","53.151","Total com baixo valor"
"641-62-7288","B","629.496","Total com alto valor"
"756-93-1854","C","175.035","Total com baixo valor"
"243-55-8457","A","781.62","Total com alto valor"
"458-10-8612","C","470.988","Total com baixo valor"
"501-61-1753","B","397.845","Total com baixo valor"
"235-06-8510","C","270.018","Total com baixo valor"
"433-08-7822","C","579.8415","Total com alto valor"
"361-85-2571","A","469.77","Total com baixo valor"
"131-70-8179","A","290.0835","Total com baixo valor"
"500-02-2261","C","360.927","Total com baixo valor"
"720-72-2436","A","279.384","Total com baixo valor"
"702-83-5291","C","943.299","Total com alto valor"
"809-69-9497","A","479.64","Total com baixo valor"
"449-16-6770","A","266.6475","Total com baixo valor"
"333-23-2632","A","74.088","Total com baixo valor"
"489-82-1237","A","690.018","Total com alto valor"
"859-97-6048","C","176.925","Total com baixo valor"
"676-10-2200","B","56.469","Total com baixo valor"
"373-88-1424","C","188.0025","Total com baixo valor"
"365-16-4334","B","222.012","Total com baixo valor"
"503-21-4385","B","125.7165","Total com baixo valor"
"305-89-2768","B","68.985","Total com baixo valor"
"574-80-1489","B","263.97","Total com baixo valor"
"784-08-0310","C","88.368","Total com baixo valor"
"200-40-6154","B","415.233","Total com baixo valor"
"846-10-0341","A","312.8895","Total com baixo valor"
"577-34-7579","C","477.1305","Total com baixo valor"
"430-02-3888","B","289.926","Total com baixo valor"
"867-47-1948","C","165.9","Total com baixo valor"
"384-59-6655","A","932.337","Total com alto valor"
"256-58-3609","C","96.579","Total com baixo valor"
"324-92-3863","A","43.869","Total com baixo valor"
"593-08-5916","A","16.275","Total com baixo valor"
"364-34-2972","C","304.983","Total com baixo valor"
"794-42-3736","B","69.993","Total com baixo valor"
"172-42-8274","B","80.367","Total com baixo valor"
"558-60-5016","A","314.685","Total com baixo valor"
"195-06-0432","A","255.1815","Total com baixo valor"
"605-03-2706","A","49.77","Total com baixo valor"
"214-30-2776","B","181.0725","Total com baixo valor"
"746-04-1077","B","888.615","Total com alto valor"
"448-34-8700","B","271.2885","Total com baixo valor"
"452-04-8808","B","640.038","Total com alto valor"
"531-56-4728","A","252.252","Total com baixo valor"
"744-82-9138","C","180.873","Total com baixo valor"
"883-69-1285","B","104.832","Total com baixo valor"
"221-25-5073","A","313.572","Total com baixo valor"
"518-71-6847","B","167.58","Total com baixo valor"
"156-20-0370","B","26.7225","Total com baixo valor"
"151-33-7434","B","71.1585","Total com baixo valor"
"728-47-9078","C","250.278","Total com baixo valor"
"809-46-1866","A","244.23","Total com baixo valor"
"139-32-4183","A","921.186","Total com alto valor"
"148-41-7930","C","734.706","Total com alto valor"
"189-40-5216","C","708.3195","Total com alto valor"
"374-38-5555","B","334.4775","Total com baixo valor"
"764-44-8999","B","30.996","Total com baixo valor"
"552-44-5977","B","520.8","Total com alto valor"
"267-62-7380","C","864.57","Total com alto valor"
"430-53-4718","B","633.108","Total com alto valor"
"886-18-2897","A","296.94","Total com baixo valor"
"602-16-6955","B","804.3","Total com alto valor"
"745-74-0715","A","121.863","Total com baixo valor"
"690-01-6631","B","183.645","Total com baixo valor"
"652-49-6720","C","63.9975","Total com baixo valor"
"233-67-5758","C","42.3675","Total com baixo valor"
"303-96-2227","B","1022.49","Total com alto valor"
"727-02-1313","A","33.432","Total com baixo valor"
"347-56-2442","A","69.111","Total com baixo valor"
"849-09-3807","A","649.299","Total com alto valor"
